PWSName,RegistryID,PWSId,CitiesServed,StateCode,CountiesServed,PWSTypeCode,PrimarySourceCode,PopulationServedCount,QtrsWithVio,SeriousViolator,HealthFlag,RulesVio3yr,Viopaccr,Vioremain,Ifea,Feas,SDWAContaminantsInViol3yr,PbAle,CuAle,DFR URL,cons_demo.COUNTY,cons_demo.ACSTOTPOP,cons_demo.ACSIPOVBAS,cons_demo.25ABOVE,cons_demo.PCT_25ABOVE,cons_demo.PEOPCOLOR,cons_demo.PCT_PEOPCOLOR,cons_demo.LOWINCOME,cons_demo.PCT_LOWINCOME,cons_demo.LESSHS,cons_demo.PCT_LESSHS,cons_demo.LINGISO,cons_demo.PCT_LINGISO,cons_demo.UNDER5,cons_demo.PCT_UNDER5,cons_demo.OVER64,cons_demo.PCT_OVER64,cons_demo.AREALAND,cons_demo.AREAWATER
MOUNTAIN VIEW TRAILER COURT,110047667725,AL0000891,,AL,Madison,CWS,GW,147,0,No,No,0,0,0,,,,,,https://echo.epa.gov/detailed-facility-report?fid=AL0000891&sys=SDWIS,Madison,382149,372128,262659,0.687320914,137242,0.359132171,93875,0.25226535,21084,0.055172197,2316,1.44374E-07,22119,0.057880565,57121,0.149473111,2076137768,28784863
MR SANDWICH,110050925406,AL0000405,,AL,Dale,TNCWS,GW,32,0,No,No,0,0,0,,,,,,https://echo.epa.gov/detailed-facility-report?fid=AL0000405&sys=SDWIS,Dale,49443,47886,33606,0.679691766,16121,0.326052222,18976,0.396274485,5093,0.103007504,256,2.08336E-06,3210,0.064923245,8406,0.170013955,1453276164,4051341
MT ANDREW WATER AUTHORITY,110012971221,AL0000089,MIDWAY,AL,Barbour,CWS,GWP,660,8,No,No,3,8,0,6,,,,,https://echo.epa.gov/detailed-facility-report?fid=AL0000089&sys=SDWIS,Barbour,25259,22250,17995,0.712419336,13991,0.55390158,11195,0.503146067,4378,0.17332436,117,6.86189E-06,1320,0.052258601,4801,0.190070866,2292160149,50523213
MT HIGH ROCK SPRINGS WATER AUTHORITY,110047810062,AL0000107,,AL,Blount,CWS,SWP,7929,0,No,No,0,0,0,,,,,,https://echo.epa.gov/detailed-facility-report?fid=AL0000107&sys=SDWIS,Blount,58884,58323,40668,0.690646016,8289,0.14076829,19518,0.334653567,6650,0.112933904,337,1.9179E-06,3467,0.058878473,10584,0.179743224,1670259090,14860281
MT PLEASANT-BATTEN WATER WORKS BOARD,110047810320,AL0000301,,AL,Coffee,CWS,GW,630,0,No,No,0,0,0,,,,,,https://echo.epa.gov/detailed-facility-report?fid=AL0000301&sys=SDWIS,Coffee,53043,52320,36163,0.681767622,16368,0.308579831,17469,0.333887615,4934,0.093018871,159,1.75365E-06,3212,0.060554644,8964,0.168994966,1758565928,3907189
MT TOP RESTAURANT,110050961599,AL0001191,,AL,St. Clair,TNCWS,GW,40,0,No,No,0,0,0,,,,,,https://echo.epa.gov/detailed-facility-report?fid=AL0001191&sys=SDWIS,St. Clair,90412,88343,63434,0.701610406,13396,0.148166173,25004,0.283033178,8873,0.098139627,423,1.08547E-06,5103,0.056441623,15142,0.167477768,1635759714,56431801
MT ZION WATER SYSTEM,110047711963,AL0000183,,AL,Cherokee,CWS,SWP,279,0,No,No,0,0,0,,,,,,https://echo.epa.gov/detailed-facility-report?fid=AL0000183&sys=SDWIS,Cherokee,24975,24597,18436,0.738178178,2264,0.090650651,9611,0.390738708,3720,0.148948949,209,5.96392E-06,1089,0.043603604,5710,0.228628629,1433620850,120310807
MT. HEBRON DAY CARE CENTER,110051009706,AL0000641,,AL,Greene,NTNCWS,GW,68,0,No,No,0,0,0,,,,,,https://echo.epa.gov/detailed-facility-report?fid=AL0000641&sys=SDWIS,Greene,7851,7737,5534,0.704878359,6483,0.825754681,4605,0.595191935,861,0.109667558,21,1.39686E-05,539,0.068653675,1796,0.228760667,1675782057,33416141
MT. HEBRON-CLINTON WATER AUTHORITY,110048389515,AL0001777,EUTAW,AL,Greene,CWS,GWP,993,0,No,No,0,0,0,,,,,,https://echo.epa.gov/detailed-facility-report?fid=AL0001777&sys=SDWIS,Greene,7851,7737,5534,0.704878359,6483,0.825754681,4605,0.595191935,861,0.109667558,21,1.39686E-05,539,0.068653675,1796,0.228760667,1675782057,33416141
MT. VERNON (TOWN OF),110012984057,AL0001006,,AL,Mobile,CWS,GW,1878,1,No,No,1,1,0,1,,,,,https://echo.epa.gov/detailed-facility-report?fid=AL0001006&sys=SDWIS,Mobile,414620,408140,280280,0.675992475,181616,0.438030003,158729,0.388908218,34027,0.082067918,1257,1.97935E-07,26908,0.064897979,67460,0.162703198,3184064142,1074011171
MUD CREEK CAFE,110050985225,AL0000721,,AL,Jackson,TNCWS,GW,50,0,No,No,0,0,0,,,,,,https://echo.epa.gov/detailed-facility-report?fid=AL0000721&sys=SDWIS,Jackson,52548,52009,37709,0.717610566,5816,0.110679759,22738,0.437193563,6627,0.126113268,116,2.39996E-06,2708,0.051533836,10566,0.201073304,2792044654,126334707
MULGA WATER WORKS AND GAS DEPARTMENT,110013245005,AL0000755,MULGA,AL,Jefferson,CWS,SWP,6201,0,No,No,0,0,0,,,,,,https://echo.epa.gov/detailed-facility-report?fid=AL0000755&sys=SDWIS,Jefferson,672550,657834,458909,0.682341833,341746,0.508134711,219207,0.333225403,41479,0.061674225,4140,9.17021E-08,42432,0.06309122,106738,0.158706416,2878852336,32681614
MULLINS BAR-B-QUE,110051152907,AL0001526,,AL,Colbert,TNCWS,GW,32,0,No,No,0,0,0,,,,,,https://echo.epa.gov/detailed-facility-report?fid=AL0001526&sys=SDWIS,Colbert,56789,56225,40390,0.711229287,12617,0.222173308,19393,0.344917741,5333,0.093909032,145,1.65365E-06,3182,0.056031978,11137,0.196111923,1535742270,79160396
MULTI-COMMUNITY WATER SYSTEM,110012984510,AL0001053,BEATRICE,AL,Monroe,CWS,GWP,633,0,No,No,0,0,0,,,,,,https://echo.epa.gov/detailed-facility-report?fid=AL0001053&sys=SDWIS,Monroe,20115,19875,13867,0.68938603,9272,0.46094954,8936,0.449610063,2440,0.121302511,0,6.03045E-06,1023,0.050857569,4089,0.203281133,2656469672,22609681
"MUNFORD WATER AUTHORITY, INC.",110013246362,AL0001247,MUNFORD,AL,Talladega,CWS,GW,4467,0,No,No,0,0,0,,,,,,https://echo.epa.gov/detailed-facility-report?fid=AL0001247&sys=SDWIS,Talladega,81850,78167,57363,0.700830788,31019,0.378973732,33612,0.430002431,9813,0.119890043,175,1.46475E-06,4326,0.052852779,14603,0.178411729,1908346574,60874403
MUNO MOTEL COURT,110050926049,AL0000160,,AL,Calhoun,TNCWS,GW,32,0,No,No,0,0,0,,,,,,https://echo.epa.gov/detailed-facility-report?fid=AL0000160&sys=SDWIS,Calhoun,116425,113294,80263,0.689396607,33352,0.286467683,43567,0.384548167,11867,0.10192828,528,8.75484E-07,6716,0.057685205,20583,0.176791926,1569246126,16536293
MURPHY PLAZA INC.,110051180654,AL0001787,,AL,Madison,TNCWS,GW,200,0,No,No,0,0,0,,,,,,https://echo.epa.gov/detailed-facility-report?fid=AL0001787&sys=SDWIS,Madison,382149,372128,262659,0.687320914,137242,0.359132171,93875,0.25226535,21084,0.055172197,2316,1.44374E-07,22119,0.057880565,57121,0.149473111,2076137768,28784863
MUSCLE SHOALS UTILITY BOARD,110012975557,AL0000321,MUSCLE SHOALS,AL,Colbert,CWS,SW,22467,1,No,No,1,1,0,1,,1009=Chlorite,,,https://echo.epa.gov/detailed-facility-report?fid=AL0000321&sys=SDWIS,Colbert,56789,56225,40390,0.711229287,12617,0.222173308,19393,0.344917741,5333,0.093909032,145,1.65365E-06,3182,0.056031978,11137,0.196111923,1535742270,79160396
MYRICKS MOTEL,110050925905,AL0000892,,AL,Madison,TNCWS,SWP,225,0,No,No,0,0,0,,,,,,https://echo.epa.gov/detailed-facility-report?fid=AL0000892&sys=SDWIS,Madison,382149,372128,262659,0.687320914,137242,0.359132171,93875,0.25226535,21084,0.055172197,2316,1.44374E-07,22119,0.057880565,57121,0.149473111,2076137768,28784863
MYRTLEWOOD WATER SYSTEM,110012989980,AL0001506,MYRTLEWOOD,AL,Marengo,CWS,GW,4095,0,No,No,0,0,0,,,,,,https://echo.epa.gov/detailed-facility-report?fid=AL0001506&sys=SDWIS,Marengo,19397,19170,13044,0.672475125,10738,0.553590761,9280,0.484089724,1750,0.090220137,96,4.65124E-06,1276,0.065783369,3822,0.19704078,2530155136,14951685
N W BLOUNT CO WATER & FIRE PRO AUTHORITY,110047857967,AL0000114,,AL,Blount,CWS,GWP,5907,0,No,No,0,0,0,,,,,,https://echo.epa.gov/detailed-facility-report?fid=AL0000114&sys=SDWIS,Blount,58884,58323,40668,0.690646016,8289,0.14076829,19518,0.334653567,6650,0.112933904,337,1.9179E-06,3467,0.058878473,10584,0.179743224,1670259090,14860281
NALL'S TRAILER PARK,110047914637,AL0001054,,AL,Monroe,CWS,GW,78,0,No,No,0,0,0,,,,,,https://echo.epa.gov/detailed-facility-report?fid=AL0001054&sys=SDWIS,Monroe,20115,19875,13867,0.68938603,9272,0.46094954,8936,0.449610063,2440,0.121302511,0,6.03045E-06,1023,0.050857569,4089,0.203281133,2656469672,22609681
NALLS TRAILER CT,110047794295,AL0000692,,AL,Houston,CWS,GW,87,0,No,No,0,0,0,,,,,,https://echo.epa.gov/detailed-facility-report?fid=AL0000692&sys=SDWIS,Houston,106355,105201,73559,0.6916365,36940,0.347327347,39888,0.379159894,9006,0.08467867,258,7.96189E-07,6512,0.061228903,18929,0.177979409,1501742238,4795415
NAPIER FIELD WATER SYSTEM,110013244881,AL0000693,NAPIER FIELD,AL,Dale,CWS,GWP,2382,11,No,No,1,1,1,,,5000=Lead and Copper Rule,,,https://echo.epa.gov/detailed-facility-report?fid=AL0000693&sys=SDWIS,Dale,49443,47886,33606,0.679691766,16121,0.326052222,18976,0.396274485,5093,0.103007504,256,2.08336E-06,3210,0.064923245,8406,0.170013955,1453276164,4051341
NATCHEZ TRACE PARKWAY,110050993528,AL0000322,CHEROKEE,AL,Colbert,TNCWS,GW,50,1,No,No,1,1,0,1,,,,,https://echo.epa.gov/detailed-facility-report?fid=AL0000322&sys=SDWIS,Colbert,56789,56225,40390,0.711229287,12617,0.222173308,19393,0.344917741,5333,0.093909032,145,1.65365E-06,3182,0.056031978,11137,0.196111923,1535742270,79160396
NATURAL BRIDGE PARK WATER SYSTEM,110051073583,AL0001413,NATURAL BRIDGE,AL,Winston,TNCWS,GW,30,0,No,No,0,0,0,,,,,,https://echo.epa.gov/detailed-facility-report?fid=AL0001413&sys=SDWIS,Winston,23650,23263,17016,0.7194926,1595,0.06744186,10240,0.440183983,3520,0.148837209,74,6.29333E-06,1194,0.050486258,5074,0.214545455,1587657470,48873867
NATURAL BRIDGE RESTAURANT & MOTEL,110051073609,AL0001414,,AL,Winston,TNCWS,GW,300,0,No,No,0,0,0,,,,,,https://echo.epa.gov/detailed-facility-report?fid=AL0001414&sys=SDWIS,Winston,23650,23263,17016,0.7194926,1595,0.06744186,10240,0.440183983,3520,0.148837209,74,6.29333E-06,1194,0.050486258,5074,0.214545455,1587657470,48873867
NAUVOO WATER WORKS,110013245782,AL0001342,NAUVOO,AL,Walker,CWS,SWP,2103,0,No,No,0,0,0,,,,,,https://echo.epa.gov/detailed-facility-report?fid=AL0001342&sys=SDWIS,Walker,65194,63885,45362,0.695800227,8023,0.123063472,25756,0.403161932,8033,0.12321686,184,0.00000189,3799,0.058272234,12508,0.191858146,2048757699,36683003
NE MORGAN CO WATER AND SEWER AUTHORITY,110013244202,AL0001088,SOMERVILLE,AL,Morgan,CWS,SWP,25188,0,No,No,0,0,0,,,,,,https://echo.epa.gov/detailed-facility-report?fid=AL0001088&sys=SDWIS,Morgan,122608,120432,84768,0.691374135,31011,0.252928031,41308,0.342998539,12983,0.105890317,698,8.63649E-07,7390,0.060273392,21461,0.175037518,1501335536,50196377
NECTAR WATER DEPARTMENT (TOWN OF),110012973345,AL0000122,CLEVELAND,AL,Blount,CWS,SWP,3288,0,No,No,0,0,0,,,,,,https://echo.epa.gov/detailed-facility-report?fid=AL0000122&sys=SDWIS,Blount,58884,58323,40668,0.690646016,8289,0.14076829,19518,0.334653567,6650,0.112933904,337,1.9179E-06,3467,0.058878473,10584,0.179743224,1670259090,14860281
NEVA DRIVE IN,110051043544,AL0001478,,AL,Geneva,TNCWS,GW,60,0,No,No,0,0,0,,,,,,https://echo.epa.gov/detailed-facility-report?fid=AL0001478&sys=SDWIS,Geneva,26604,26318,18814,0.707186889,4912,0.18463389,11692,0.444258682,3294,0.123815968,58,4.65404E-06,1454,0.054653436,5318,0.199894753,1487908432,11567409
NEW BROCKTON WATER DEPARTMENT,110012975209,AL0000302,NEW BROCKTON,AL,Coffee,CWS,GW,3297,11,No,No,3,3,1,3,,"2378=1,2,4-Trichlorobenzene",,,https://echo.epa.gov/detailed-facility-report?fid=AL0000302&sys=SDWIS,Coffee,53043,52320,36163,0.681767622,16368,0.308579831,17469,0.333887615,4934,0.093018871,159,1.75365E-06,3212,0.060554644,8964,0.168994966,1758565928,3907189
NEW BROCKTON WATER DEPARTMENT,110012975209,AL0000302,NEW BROCKTON,AL,Coffee,CWS,GW,3297,11,No,No,3,3,1,3,," 2380=cis-1,2-Dichloroethylene",,,https://echo.epa.gov/detailed-facility-report?fid=AL0000302&sys=SDWIS,Coffee,53043,52320,36163,0.681767622,16368,0.308579831,17469,0.333887615,4934,0.093018871,159,1.75365E-06,3212,0.060554644,8964,0.168994966,1758565928,3907189
NEW BROCKTON WATER DEPARTMENT,110012975209,AL0000302,NEW BROCKTON,AL,Coffee,CWS,GW,3297,11,No,No,3,3,1,3,," 2955=Xylenes, Total",,,https://echo.epa.gov/detailed-facility-report?fid=AL0000302&sys=SDWIS,Coffee,53043,52320,36163,0.681767622,16368,0.308579831,17469,0.333887615,4934,0.093018871,159,1.75365E-06,3212,0.060554644,8964,0.168994966,1758565928,3907189
NEW BROCKTON WATER DEPARTMENT,110012975209,AL0000302,NEW BROCKTON,AL,Coffee,CWS,GW,3297,11,No,No,3,3,1,3,, 2964=DICHLOROMETHANE,,,https://echo.epa.gov/detailed-facility-report?fid=AL0000302&sys=SDWIS,Coffee,53043,52320,36163,0.681767622,16368,0.308579831,17469,0.333887615,4934,0.093018871,159,1.75365E-06,3212,0.060554644,8964,0.168994966,1758565928,3907189
NEW BROCKTON WATER DEPARTMENT,110012975209,AL0000302,NEW BROCKTON,AL,Coffee,CWS,GW,3297,11,No,No,3,3,1,3,, 2968=o-Dichlorobenzene,,,https://echo.epa.gov/detailed-facility-report?fid=AL0000302&sys=SDWIS,Coffee,53043,52320,36163,0.681767622,16368,0.308579831,17469,0.333887615,4934,0.093018871,159,1.75365E-06,3212,0.060554644,8964,0.168994966,1758565928,3907189
NEW BROCKTON WATER DEPARTMENT,110012975209,AL0000302,NEW BROCKTON,AL,Coffee,CWS,GW,3297,11,No,No,3,3,1,3,, 2969=p-Dichlorobenzene,,,https://echo.epa.gov/detailed-facility-report?fid=AL0000302&sys=SDWIS,Coffee,53043,52320,36163,0.681767622,16368,0.308579831,17469,0.333887615,4934,0.093018871,159,1.75365E-06,3212,0.060554644,8964,0.168994966,1758565928,3907189
NEW BROCKTON WATER DEPARTMENT,110012975209,AL0000302,NEW BROCKTON,AL,Coffee,CWS,GW,3297,11,No,No,3,3,1,3,, 2976=Vinyl chloride,,,https://echo.epa.gov/detailed-facility-report?fid=AL0000302&sys=SDWIS,Coffee,53043,52320,36163,0.681767622,16368,0.308579831,17469,0.333887615,4934,0.093018871,159,1.75365E-06,3212,0.060554644,8964,0.168994966,1758565928,3907189
NEW BROCKTON WATER DEPARTMENT,110012975209,AL0000302,NEW BROCKTON,AL,Coffee,CWS,GW,3297,11,No,No,3,3,1,3,," 2977=1,1-Dichloroethylene",,,https://echo.epa.gov/detailed-facility-report?fid=AL0000302&sys=SDWIS,Coffee,53043,52320,36163,0.681767622,16368,0.308579831,17469,0.333887615,4934,0.093018871,159,1.75365E-06,3212,0.060554644,8964,0.168994966,1758565928,3907189
NEW BROCKTON WATER DEPARTMENT,110012975209,AL0000302,NEW BROCKTON,AL,Coffee,CWS,GW,3297,11,No,No,3,3,1,3,," 2979=trans-1,2-Dichloroethylene",,,https://echo.epa.gov/detailed-facility-report?fid=AL0000302&sys=SDWIS,Coffee,53043,52320,36163,0.681767622,16368,0.308579831,17469,0.333887615,4934,0.093018871,159,1.75365E-06,3212,0.060554644,8964,0.168994966,1758565928,3907189
NEW BROCKTON WATER DEPARTMENT,110012975209,AL0000302,NEW BROCKTON,AL,Coffee,CWS,GW,3297,11,No,No,3,3,1,3,," 2980=1,2-Dichloroethane",,,https://echo.epa.gov/detailed-facility-report?fid=AL0000302&sys=SDWIS,Coffee,53043,52320,36163,0.681767622,16368,0.308579831,17469,0.333887615,4934,0.093018871,159,1.75365E-06,3212,0.060554644,8964,0.168994966,1758565928,3907189
NEW BROCKTON WATER DEPARTMENT,110012975209,AL0000302,NEW BROCKTON,AL,Coffee,CWS,GW,3297,11,No,No,3,3,1,3,," 2981=1,1,1-Trichloroethane",,,https://echo.epa.gov/detailed-facility-report?fid=AL0000302&sys=SDWIS,Coffee,53043,52320,36163,0.681767622,16368,0.308579831,17469,0.333887615,4934,0.093018871,159,1.75365E-06,3212,0.060554644,8964,0.168994966,1758565928,3907189
NEW BROCKTON WATER DEPARTMENT,110012975209,AL0000302,NEW BROCKTON,AL,Coffee,CWS,GW,3297,11,No,No,3,3,1,3,, 2982=Carbon tetrachloride,,,https://echo.epa.gov/detailed-facility-report?fid=AL0000302&sys=SDWIS,Coffee,53043,52320,36163,0.681767622,16368,0.308579831,17469,0.333887615,4934,0.093018871,159,1.75365E-06,3212,0.060554644,8964,0.168994966,1758565928,3907189
NEW BROCKTON WATER DEPARTMENT,110012975209,AL0000302,NEW BROCKTON,AL,Coffee,CWS,GW,3297,11,No,No,3,3,1,3,," 2983=1,2-Dichloropropane",,,https://echo.epa.gov/detailed-facility-report?fid=AL0000302&sys=SDWIS,Coffee,53043,52320,36163,0.681767622,16368,0.308579831,17469,0.333887615,4934,0.093018871,159,1.75365E-06,3212,0.060554644,8964,0.168994966,1758565928,3907189
NEW BROCKTON WATER DEPARTMENT,110012975209,AL0000302,NEW BROCKTON,AL,Coffee,CWS,GW,3297,11,No,No,3,3,1,3,, 2984=Trichloroethylene,,,https://echo.epa.gov/detailed-facility-report?fid=AL0000302&sys=SDWIS,Coffee,53043,52320,36163,0.681767622,16368,0.308579831,17469,0.333887615,4934,0.093018871,159,1.75365E-06,3212,0.060554644,8964,0.168994966,1758565928,3907189
NEW BROCKTON WATER DEPARTMENT,110012975209,AL0000302,NEW BROCKTON,AL,Coffee,CWS,GW,3297,11,No,No,3,3,1,3,," 2985=1,1,2-Trichloroethane",,,https://echo.epa.gov/detailed-facility-report?fid=AL0000302&sys=SDWIS,Coffee,53043,52320,36163,0.681767622,16368,0.308579831,17469,0.333887615,4934,0.093018871,159,1.75365E-06,3212,0.060554644,8964,0.168994966,1758565928,3907189
NEW BROCKTON WATER DEPARTMENT,110012975209,AL0000302,NEW BROCKTON,AL,Coffee,CWS,GW,3297,11,No,No,3,3,1,3,, 2987=Tetrachloroethylene,,,https://echo.epa.gov/detailed-facility-report?fid=AL0000302&sys=SDWIS,Coffee,53043,52320,36163,0.681767622,16368,0.308579831,17469,0.333887615,4934,0.093018871,159,1.75365E-06,3212,0.060554644,8964,0.168994966,1758565928,3907189
NEW BROCKTON WATER DEPARTMENT,110012975209,AL0000302,NEW BROCKTON,AL,Coffee,CWS,GW,3297,11,No,No,3,3,1,3,, 2989=CHLOROBENZENE,,,https://echo.epa.gov/detailed-facility-report?fid=AL0000302&sys=SDWIS,Coffee,53043,52320,36163,0.681767622,16368,0.308579831,17469,0.333887615,4934,0.093018871,159,1.75365E-06,3212,0.060554644,8964,0.168994966,1758565928,3907189
NEW BROCKTON WATER DEPARTMENT,110012975209,AL0000302,NEW BROCKTON,AL,Coffee,CWS,GW,3297,11,No,No,3,3,1,3,, 2990=Benzene,,,https://echo.epa.gov/detailed-facility-report?fid=AL0000302&sys=SDWIS,Coffee,53043,52320,36163,0.681767622,16368,0.308579831,17469,0.333887615,4934,0.093018871,159,1.75365E-06,3212,0.060554644,8964,0.168994966,1758565928,3907189
NEW BROCKTON WATER DEPARTMENT,110012975209,AL0000302,NEW BROCKTON,AL,Coffee,CWS,GW,3297,11,No,No,3,3,1,3,, 2991=Toluene,,,https://echo.epa.gov/detailed-facility-report?fid=AL0000302&sys=SDWIS,Coffee,53043,52320,36163,0.681767622,16368,0.308579831,17469,0.333887615,4934,0.093018871,159,1.75365E-06,3212,0.060554644,8964,0.168994966,1758565928,3907189
NEW BROCKTON WATER DEPARTMENT,110012975209,AL0000302,NEW BROCKTON,AL,Coffee,CWS,GW,3297,11,No,No,3,3,1,3,, 2992=Ethylbenzene,,,https://echo.epa.gov/detailed-facility-report?fid=AL0000302&sys=SDWIS,Coffee,53043,52320,36163,0.681767622,16368,0.308579831,17469,0.333887615,4934,0.093018871,159,1.75365E-06,3212,0.060554644,8964,0.168994966,1758565928,3907189
NEW BROCKTON WATER DEPARTMENT,110012975209,AL0000302,NEW BROCKTON,AL,Coffee,CWS,GW,3297,11,No,No,3,3,1,3,, 2996=Styrene,,,https://echo.epa.gov/detailed-facility-report?fid=AL0000302&sys=SDWIS,Coffee,53043,52320,36163,0.681767622,16368,0.308579831,17469,0.333887615,4934,0.093018871,159,1.75365E-06,3212,0.060554644,8964,0.168994966,1758565928,3907189
NEW BROCKTON WATER DEPARTMENT,110012975209,AL0000302,NEW BROCKTON,AL,Coffee,CWS,GW,3297,11,No,No,3,3,1,3,, 5000=Lead and Copper Rule,,,https://echo.epa.gov/detailed-facility-report?fid=AL0000302&sys=SDWIS,Coffee,53043,52320,36163,0.681767622,16368,0.308579831,17469,0.333887615,4934,0.093018871,159,1.75365E-06,3212,0.060554644,8964,0.168994966,1758565928,3907189
NEW COVENTANT FAMILY LIFE CENT,110051026411,AL0001502,,AL,Montgomery,TNCWS,GW,75,0,No,No,0,0,0,,,,,,https://echo.epa.gov/detailed-facility-report?fid=AL0001502&sys=SDWIS,Montgomery,229072,221128,152516,0.665799399,154791,0.675730775,84370,0.381543721,18715,0.081699204,1370,3.56653E-07,15414,0.067288887,34669,0.151345429,2034059352,37703221
NEW HOPE WATER SYSTEM,110013244499,AL0000893,NEW HOPE,AL,Madison,CWS,SWP,6024,0,No,No,0,0,0,,,,,,https://echo.epa.gov/detailed-facility-report?fid=AL0000893&sys=SDWIS,Madison,382149,372128,262659,0.687320914,137242,0.359132171,93875,0.25226535,21084,0.055172197,2316,1.44374E-07,22119,0.057880565,57121,0.149473111,2076137768,28784863
NEW HOPE WATER SYSTEM (COFFEE CO.),110013245354,AL0000303,ELBA,AL,Coffee,CWS,GW,1440,0,No,No,0,0,0,,,,,,https://echo.epa.gov/detailed-facility-report?fid=AL0000303&sys=SDWIS,Coffee,53043,52320,36163,0.681767622,16368,0.308579831,17469,0.333887615,4934,0.093018871,159,1.75365E-06,3212,0.060554644,8964,0.168994966,1758565928,3907189
NEW LONDON WATER & FIRE PRO AUTHORITY,110028000623,AL0001437,CROPWELL,AL,St. Clair,CWS,GW,13281,0,No,No,0,0,0,,,,,,https://echo.epa.gov/detailed-facility-report?fid=AL0001437&sys=SDWIS,St. Clair,90412,88343,63434,0.701610406,13396,0.148166173,25004,0.283033178,8873,0.098139627,423,1.08547E-06,5103,0.056441623,15142,0.167477768,1635759714,56431801
NEW SITE WATER SYSTEM,110012991600,AL0001283,NEWSITE,AL,Tallapoosa,CWS,SWP,2250,0,No,No,0,0,0,,,,,,https://echo.epa.gov/detailed-facility-report?fid=AL0001283&sys=SDWIS,Tallapoosa,41284,40707,29460,0.713593644,12932,0.313244841,16151,0.396762228,5432,0.131576398,97,3.1871E-06,2359,0.057140781,8857,0.21453832,1855798002,128790974
NEW UNION WATER & FIRE PRO AUT,110047639999,AL0000586,,AL,Etowah,CWS,GWP,1065,0,No,No,0,0,0,,,,,,https://echo.epa.gov/detailed-facility-report?fid=AL0000586&sys=SDWIS,Etowah,103468,102264,72558,0.701260293,23722,0.229268953,39118,0.382519753,10014,0.096783547,185,9.35396E-07,6028,0.058259559,19571,0.189150269,1385916768,35022972
NEWTON WATER WORKS BOARD,110012976770,AL0000439,NEWTON,AL,Dale,CWS,GW,2235,1,No,No,1,1,0,1,,,,,https://echo.epa.gov/detailed-facility-report?fid=AL0000439&sys=SDWIS,Dale,49443,47886,33606,0.679691766,16121,0.326052222,18976,0.396274485,5093,0.103007504,256,2.08336E-06,3210,0.064923245,8406,0.170013955,1453276164,4051341
NEWTONVILLE WATER AUTHORITY,110048337652,AL0001749,,AL,Fayette,CWS,SWP,630,0,No,No,0,0,0,,,,,,https://echo.epa.gov/detailed-facility-report?fid=AL0001749&sys=SDWIS,Fayette,16365,16091,11498,0.702597006,2643,0.161503208,7063,0.438941023,1951,0.119217843,14,7.28493E-06,904,0.055239841,3430,0.209593645,1625693254,4330881
NEWVILLE WATER SYSTEM,110012979919,AL0000666,NEWVILLE,AL,Henry,CWS,GW,912,6,No,No,2,4,0,3,,,,,https://echo.epa.gov/detailed-facility-report?fid=AL0000666&sys=SDWIS,Henry,17165,16673,12202,0.710865133,5278,0.307486164,6365,0.381754933,2280,0.13282843,12,7.73833E-06,850,0.049519371,3848,0.224177105,1454959642,16953809
NICHBURG ELEM SCHOOL,110050995250,AL0000343,,AL,Conecuh,TNCWS,GW,175,0,No,No,0,0,0,,,,,,https://echo.epa.gov/detailed-facility-report?fid=AL0000343&sys=SDWIS,Conecuh,11778,11736,8665,0.735693666,5877,0.498981151,5860,0.499318337,1077,0.091441671,16,7.76377E-06,508,0.043131262,2688,0.228222109,2202213384,6426488
NIPPERSINK LODGE,110050984324,AL0000516,,AL,DeKalb,TNCWS,SW,32,0,No,No,0,0,0,,,,,,https://echo.epa.gov/detailed-facility-report?fid=AL0000516&sys=SDWIS,DeKalb,71554,70605,48286,0.674819018,14572,0.20365039,32922,0.466284257,10522,0.147049781,667,2.05509E-06,4209,0.058822707,12128,0.169494368,2012620262,4107136
"NOB HILL APARTMENTS, LLC",110048078450,AL7380040,BIRMINGHAM,AL,Jefferson,CWS,SWP,32,0,No,No,0,0,0,,,,,,https://echo.epa.gov/detailed-facility-report?fid=AL7380040&sys=SDWIS,Jefferson,672550,657834,458909,0.682341833,341746,0.508134711,219207,0.333225403,41479,0.061674225,4140,9.17021E-08,42432,0.06309122,106738,0.158706416,2878852336,32681614
NOCCALULA CHEVRON,110050909754,AL0000210,,AL,Etowah,TNCWS,GW,32,0,No,No,0,0,0,,,,,,https://echo.epa.gov/detailed-facility-report?fid=AL0000210&sys=SDWIS,Etowah,103468,102264,72558,0.701260293,23722,0.229268953,39118,0.382519753,10014,0.096783547,185,9.35396E-07,6028,0.058259559,19571,0.189150269,1385916768,35022972
NOKOMIS MOBILE HOME VILLAGE,110047616371,AL0000567,,AL,Escambia,CWS,GW,66,0,No,No,0,0,0,,,,,,https://echo.epa.gov/detailed-facility-report?fid=AL0000567&sys=SDWIS,Escambia,36879,33973,25716,0.697307411,14769,0.400471813,16488,0.485326583,4697,0.127362456,71,3.45352E-06,2112,0.057268364,6623,0.179587299,2448595161,20024887
NORFOLK-SOUTHERN RAILROAD,110050977939,AL0000749,,AL,Jefferson,NTNCWS,GW,300,0,No,No,0,0,0,,,,,,https://echo.epa.gov/detailed-facility-report?fid=AL0000749&sys=SDWIS,Jefferson,672550,657834,458909,0.682341833,341746,0.508134711,219207,0.333225403,41479,0.061674225,4140,9.17021E-08,42432,0.06309122,106738,0.158706416,2878852336,32681614
